88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
77, 1, 87, 0
87, 3, 88, 0
88, 1, 98, 0
98, 3, 98, 10
41, 3, 42, 0
42, 3, 43, 0
43, 1, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 1, 65, 0
65, 1, 75, 0
75, 3, 76, 0
76, 3, 77, 0
